phase,t_s,t_unix,error_m,est_n,est_e,truth_n,truth_e
denied,221.504,1789657722.090,5.7019,-278.389,419.543,-282.244,415.342
denied,221.603,1789657722.190,5.8696,-279.464,418.794,-283.444,414.480
denied,221.703,1789657722.290,5.8737,-280.616,417.971,-284.590,413.646
denied,221.803,1789657722.390,6.0442,-281.669,417.202,-285.780,412.772
denied,221.904,1789657722.491,6.0824,-282.811,416.334,-286.966,411.892
denied,222.003,1789657722.590,6.2008,-283.874,415.500,-288.148,411.006
denied,222.105,1789657722.691,6.1957,-285.025,414.576,-289.326,410.116
denied,222.203,1789657722.790,6.2365,-286.086,413.709,-290.454,409.257
denied,222.304,1789657722.891,6.2182,-287.233,412.760,-291.626,408.358
denied,222.404,1789657722.991,6.4260,-288.292,411.874,-292.889,407.384
denied,222.504,1789657723.091,6.3381,-289.437,410.904,-294.009,406.514
denied,222.603,1789657723.190,6.3053,-290.494,410.006,-295.080,405.678
denied,222.704,1789657723.291,6.2234,-291.632,409.035,-296.196,404.804
denied,222.804,1789657723.390,6.3146,-292.682,408.137,-297.356,403.891
denied,222.904,1789657723.490,6.2935,-293.817,407.164,-298.515,402.977
denied,223.004,1789657723.591,6.6237,-294.863,406.264,-299.858,401.914
denied,223.104,1789657723.691,6.5616,-295.987,405.305,-300.967,401.033
denied,223.204,1789657723.791,6.6753,-297.023,404.422,-302.122,400.114
denied,223.304,1789657723.891,6.6161,-298.145,403.463,-303.230,399.231
denied,223.403,1789657723.990,6.6690,-299.182,402.577,-304.338,398.347
denied,223.503,1789657724.090,6.4530,-300.483,401.588,-305.445,397.462
denied,223.604,1789657724.191,6.2236,-302.036,400.508,-306.736,396.429
denied,223.703,1789657724.290,5.4897,-303.866,399.240,-307.889,395.505
denied,223.804,1789657724.391,4.9320,-305.528,398.042,-309.040,394.580
denied,223.904,1789657724.491,4.3144,-307.217,396.779,-310.191,393.653
denied,224.003,1789657724.590,3.7995,-308.778,395.607,-311.294,392.760
denied,224.104,1789657724.690,3.2454,-310.361,394.394,-312.395,391.864
denied,224.203,1789657724.790,2.9945,-311.746,393.326,-313.539,390.928
denied,224.304,1789657724.890,2.6639,-313.134,392.225,-314.635,390.025
denied,224.404,1789657724.990,2.5968,-314.339,391.244,-315.774,389.081
denied,224.504,1789657725.091,2.6896,-315.585,390.208,-317.091,387.981
denied,224.604,1789657725.191,2.6558,-316.695,389.269,-318.178,387.066
denied,224.703,1789657725.290,2.7047,-317.776,388.340,-319.307,386.111
denied,224.804,1789657725.391,2.6578,-318.926,387.341,-320.432,385.151
denied,224.904,1789657725.491,2.7391,-319.972,386.424,-321.555,384.189
denied,225.004,1789657725.591,2.6646,-321.087,385.434,-322.629,383.262
denied,225.104,1789657725.691,2.7090,-322.107,384.521,-323.702,382.332
denied,225.203,1789657725.790,2.6472,-323.202,383.532,-324.771,381.399
denied,225.304,1789657725.891,3.0495,-324.206,382.617,-326.104,380.230
denied,225.404,1789657725.991,2.9957,-325.285,381.622,-327.168,379.293
denied,225.503,1789657726.090,2.8787,-326.278,380.702,-328.097,378.471
denied,225.604,1789657726.191,2.8912,-327.346,379.707,-329.201,377.489
denied,225.704,1789657726.291,3.0162,-328.328,378.786,-330.303,376.506
denied,225.804,1789657726.391,3.0269,-329.392,377.783,-331.403,375.521
denied,225.904,1789657726.491,3.3824,-330.374,376.853,-332.677,374.375
denied,226.004,1789657726.591,3.2700,-331.437,375.838,-333.685,373.464
denied,226.104,1789657726.691,3.3895,-332.417,374.902,-334.780,372.472
denied,226.204,1789657726.791,3.3976,-333.476,373.886,-335.873,371.479
denied,226.303,1789657726.890,3.4580,-334.452,372.944,-336.921,370.523
denied,226.403,1789657726.990,3.6409,-335.509,371.921,-338.142,369.406
denied,226.507,1789657727.094,3.7049,-336.482,370.978,-339.187,368.447
denied,226.604,1789657727.190,3.6538,-337.535,369.952,-340.231,367.486
denied,226.704,1789657727.290,3.7206,-338.504,369.008,-341.274,366.524
denied,226.806,1789657727.393,3.9631,-339.557,367.976,-342.533,365.359
denied,226.904,1789657727.491,4.0178,-340.530,367.016,-343.573,364.393
denied,227.004,1789657727.591,3.9585,-341.585,365.976,-344.613,363.426
denied,227.104,1789657727.691,3.9521,-342.558,365.011,-345.608,362.497
denied,227.205,1789657727.792,4.0749,-343.523,364.054,-346.688,361.487
denied,227.303,1789657727.890,4.2588,-344.572,363.014,-347.897,360.353
denied,227.403,1789657727.990,4.3767,-345.538,362.049,-348.975,359.339
denied,227.503,1789657728.090,4.3785,-346.586,360.999,-350.052,358.323
denied,227.603,1789657728.190,4.4346,-347.554,360.029,-351.085,357.346
denied,227.703,1789657728.290,4.3798,-348.598,358.977,-352.116,356.368
denied,227.806,1789657728.392,4.3849,-349.641,357.923,-353.190,355.348
denied,227.904,1789657728.491,4.5033,-350.603,356.951,-354.262,354.326
denied,228.004,1789657728.591,4.6266,-351.560,355.980,-355.333,353.302
denied,228.104,1789657728.691,4.5786,-352.597,354.925,-356.360,352.318
denied,228.204,1789657728.791,4.6383,-353.556,353.948,-357.386,351.331
denied,228.304,1789657728.891,4.6466,-354.592,352.886,-358.453,350.302
denied,228.404,1789657728.991,4.7676,-355.546,351.906,-359.520,349.271
denied,228.504,1789657729.091,5.0078,-356.581,350.839,-360.755,348.073
denied,228.604,1789657729.191,5.0616,-357.538,349.846,-361.776,347.079
denied,228.703,1789657729.290,5.0040,-358.573,348.769,-362.796,346.083
denied,228.804,1789657729.391,5.0564,-359.529,347.771,-363.814,345.086
denied,228.904,1789657729.490,4.9974,-360.562,346.687,-364.830,344.087
denied,229.003,1789657729.590,5.2829,-361.512,345.686,-366.014,342.920
denied,229.109,1789657729.696,5.2885,-362.539,344.605,-367.068,341.876
denied,229.204,1789657729.791,5.4082,-363.482,343.608,-368.121,340.830
denied,229.303,1789657729.890,5.4209,-364.499,342.528,-369.173,339.782
denied,229.403,1789657729.990,5.4868,-365.436,341.530,-370.180,338.774
denied,229.503,1789657730.090,5.4989,-366.450,340.444,-371.228,337.722
denied,229.605,1789657730.192,5.6181,-367.385,339.435,-372.274,336.668
denied,229.705,1789657730.292,5.5716,-368.396,338.341,-373.276,335.653
denied,229.805,1789657730.392,5.8639,-369.326,337.331,-374.443,334.468
denied,229.904,1789657730.491,5.8225,-370.329,336.235,-375.441,333.449
denied,230.003,1789657730.590,5.8915,-371.252,335.224,-376.438,332.428
denied,230.104,1789657730.691,5.9624,-372.173,334.213,-377.433,331.405
denied,230.204,1789657730.791,6.1503,-373.168,333.110,-378.591,330.209
denied,230.304,1789657730.891,6.2760,-374.086,332.091,-379.623,329.138
denied,230.404,1789657730.991,6.3465,-375.000,331.071,-380.612,328.108
denied,230.507,1789657731.094,6.5285,-375.913,330.046,-381.682,326.989
denied,230.604,1789657731.190,6.4869,-376.902,328.930,-382.667,325.954
denied,230.703,1789657731.290,6.6109,-377.811,327.897,-383.690,324.874
denied,230.805,1789657731.392,6.5706,-378.794,326.771,-384.671,323.834
denied,230.909,1789657731.496,6.8024,-379.700,325.729,-385.772,322.662
denied,231.005,1789657731.592,6.8179,-380.678,324.599,-386.788,321.574
denied,231.104,1789657731.691,6.9388,-381.578,323.551,-387.802,320.484
denied,231.204,1789657731.791,6.8993,-382.551,322.416,-388.773,319.436
denied,231.303,1789657731.890,6.9680,-383.444,321.369,-389.741,318.385
denied,231.404,1789657731.991,6.9835,-384.334,320.320,-390.667,317.377
denied,231.503,1789657732.090,6.4673,-385.820,319.034,-391.671,316.278
denied,231.604,1789657732.190,6.2130,-387.077,317.879,-392.672,315.177
denied,231.704,1789657732.290,6.1692,-388.315,316.663,-393.830,313.897
denied,231.804,1789657732.391,6.1139,-389.374,315.561,-394.824,312.789
denied,231.904,1789657732.491,5.8370,-390.518,314.387,-395.734,311.766
denied,232.004,1789657732.591,5.2839,-392.117,313.359,-396.679,310.694
denied,232.104,1789657732.691,5.0192,-393.609,312.235,-397.776,309.438
denied,232.203,1789657732.790,4.7861,-394.856,311.191,-398.711,308.355
denied,232.303,1789657732.890,4.3291,-396.356,310.088,-399.639,307.266
denied,232.404,1789657732.991,4.2080,-397.573,309.050,-400.597,306.123
denied,232.503,1789657733.090,3.9877,-398.759,307.908,-401.507,305.019
denied,232.605,1789657733.192,4.2491,-399.762,306.840,-402.595,303.673
denied,232.704,1789657733.291,3.8940,-400.776,305.671,-403.337,302.737
denied,232.804,1789657733.391,4.2214,-401.659,304.582,-404.400,301.371
denied,232.904,1789657733.491,4.1545,-402.575,303.394,-405.269,300.232
denied,233.003,1789657733.590,4.2773,-403.388,302.292,-406.165,299.038
denied,233.103,1789657733.690,4.2377,-404.245,301.092,-407.016,297.885
denied,233.204,1789657733.790,4.3193,-405.017,299.980,-407.858,296.727
denied,233.304,1789657733.890,4.2884,-405.838,298.763,-408.692,295.562
denied,233.405,1789657733.992,4.4261,-406.587,297.628,-409.554,294.344
denied,233.504,1789657734.091,4.3984,-407.540,296.377,-410.442,293.072
denied,233.604,1789657734.191,4.2837,-408.640,295.210,-411.289,291.843
denied,233.703,1789657734.290,4.3067,-409.709,293.955,-412.230,290.463
denied,233.804,1789657734.390,4.3339,-410.613,292.801,-413.064,289.226
denied,233.904,1789657734.491,4.2801,-411.528,291.553,-413.890,287.984
denied,234.004,1789657734.591,4.2519,-412.327,290.402,-414.644,286.836
denied,234.107,1789657734.693,4.3013,-413.094,289.250,-415.423,285.635
denied,234.206,1789657734.793,4.6005,-413.841,288.099,-416.325,284.227
denied,234.304,1789657734.891,4.5603,-414.622,286.850,-417.091,283.016
denied,234.404,1789657734.991,4.6396,-415.332,285.697,-417.851,281.801
denied,234.504,1789657735.091,4.6138,-416.084,284.446,-418.606,280.582
denied,234.604,1789657735.191,4.7351,-416.772,283.257,-419.387,279.309
denied,234.705,1789657735.292,4.9661,-417.508,281.946,-420.285,277.829
denied,234.804,1789657735.391,4.7723,-418.182,280.728,-420.901,276.806
denied,234.903,1789657735.490,5.0007,-418.904,279.405,-421.788,275.320
denied,235.004,1789657735.590,5.0495,-419.565,278.184,-422.518,274.088
denied,235.104,1789657735.690,4.9892,-420.277,276.866,-423.244,272.854
denied,235.203,1789657735.790,5.0427,-420.931,275.645,-423.967,271.619
denied,235.304,1789657735.891,5.2837,-421.635,274.328,-424.838,270.125
denied,235.403,1789657735.990,5.3452,-422.284,273.115,-425.555,268.887
denied,235.507,1789657736.094,5.2911,-422.985,271.795,-426.271,267.648
denied,235.604,1789657736.190,5.3477,-423.629,270.572,-426.984,266.408
denied,235.703,1789657736.290,5.2895,-424.328,269.245,-427.696,265.166
denied,235.804,1789657736.391,5.5788,-424.971,268.017,-428.525,263.716
denied,235.904,1789657736.490,5.5800,-425.667,266.687,-429.263,262.421
denied,236.004,1789657736.590,5.6903,-426.309,265.455,-430.000,261.125
denied,236.103,1789657736.690,5.4650,-427.301,264.078,-430.736,259.828
denied,236.205,1789657736.792,5.3300,-428.207,262.818,-431.442,258.582
denied,236.305,1789657736.892,5.1418,-429.175,261.459,-432.176,257.284
denied,236.404,1789657736.991,4.8312,-430.178,260.186,-432.820,256.140
denied,236.503,1789657737.090,4.8219,-431.238,258.798,-433.665,254.631
denied,236.604,1789657737.191,4.7404,-432.173,257.518,-434.390,253.328
denied,236.703,1789657737.290,4.6015,-433.086,256.155,-435.111,252.022
denied,236.803,1789657737.390,4.5741,-433.862,254.911,-435.797,250.766
denied,236.903,1789657737.490,4.4593,-434.648,253.573,-436.479,249.507
denied,237.005,1789657737.592,4.3688,-435.394,252.243,-437.156,248.245
denied,237.104,1789657737.691,4.4702,-436.055,251.019,-437.855,246.927
denied,237.204,1789657737.791,4.5228,-436.697,249.797,-438.521,245.659
denied,237.304,1789657737.891,4.8813,-437.323,248.578,-439.320,244.123
denied,237.403,1789657737.990,4.8345,-437.989,247.257,-439.976,242.850
denied,237.504,1789657738.091,4.8465,-438.594,246.039,-440.601,241.627
denied,237.603,1789657738.190,4.7991,-439.239,244.707,-441.250,240.349
denied,237.704,1789657738.291,4.9257,-439.828,243.475,-441.921,239.016
denied,237.804,1789657738.391,5.1687,-440.461,242.128,-442.696,237.467
denied,237.904,1789657738.491,5.2211,-441.040,240.874,-443.333,236.183
denied,238.004,1789657738.591,5.0857,-441.666,239.500,-443.941,234.952
denied,238.103,1789657738.690,5.1257,-442.241,238.229,-444.573,233.665
denied,238.203,1789657738.790,5.2924,-442.847,237.050,-445.229,232.324
denied,238.306,1789657738.892,5.6608,-443.450,235.896,-445.960,230.822
denied,238.403,1789657738.990,5.9059,-444.008,234.781,-446.610,229.479
denied,238.504,1789657739.090,6.1208,-444.565,233.634,-447.257,228.136
denied,238.604,1789657739.191,6.1455,-445.169,232.364,-447.875,226.846
denied,238.704,1789657739.291,6.3223,-445.725,231.174,-448.517,225.502
denied,238.804,1789657739.391,6.4291,-446.281,229.973,-449.131,224.210
denied,238.903,1789657739.490,6.4169,-446.881,228.661,-449.742,222.917
denied,239.003,1789657739.590,7.0337,-447.305,227.631,-450.478,221.354
denied,239.103,1789657739.690,7.1939,-447.763,226.507,-451.059,220.113
denied,239.204,1789657739.791,8.0453,-447.941,225.949,-451.664,218.817
denied,239.304,1789657739.891,8.9849,-448.087,225.406,-452.292,217.466
denied,239.403,1789657739.990,9.7260,-448.335,224.692,-452.919,216.113
denied,239.503,1789657740.090,10.1619,-448.692,223.756,-453.520,214.814
denied,239.604,1789657740.190,10.8515,-449.079,222.786,-454.245,213.243
denied,239.703,1789657740.290,11.0057,-449.541,221.653,-454.821,211.996
denied,239.803,1789657740.390,11.2527,-449.995,220.553,-455.421,210.694
denied,239.906,1789657740.493,11.6534,-450.508,219.320,-456.146,209.121
denied,240.004,1789657740.590,11.5901,-450.995,218.155,-456.646,208.035
denied,240.105,1789657740.692,11.9955,-451.532,216.872,-457.395,206.407
denied,240.204,1789657740.791,12.1352,-452.034,215.674,-457.995,205.103
denied,240.306,1789657740.893,12.1370,-452.586,214.345,-458.594,203.799
denied,240.405,1789657740.992,12.2275,-453.101,213.097,-459.193,202.495
denied,240.504,1789657741.091,12.1880,-453.663,211.725,-459.792,201.190
denied,240.604,1789657741.191,12.2576,-454.184,210.454,-460.391,199.885
denied,240.709,1789657741.296,12.5669,-454.748,209.072,-461.139,198.252
denied,240.804,1789657741.391,12.3858,-455.271,207.788,-461.638,197.163
denied,240.905,1789657741.492,12.6198,-455.839,206.388,-462.361,195.584
denied,241.004,1789657741.590,12.6690,-456.364,205.093,-462.958,194.276
denied,241.104,1789657741.691,12.6052,-456.933,203.692,-463.556,192.967
denied,241.204,1789657741.791,12.7166,-457.456,202.399,-464.178,191.604
denied,241.303,1789657741.890,12.7102,-458.024,200.994,-464.799,190.240
denied,241.406,1789657741.993,12.8802,-458.592,199.588,-465.494,188.713
denied,241.503,1789657742.090,12.5410,-459.365,197.990,-466.089,187.404
denied,241.604,1789657742.191,12.2141,-460.134,196.405,-466.683,186.094
denied,241.704,1789657742.290,11.8733,-460.884,194.791,-467.275,184.785
denied,241.804,1789657742.391,11.8145,-461.521,193.371,-467.891,183.421
denied,241.904,1789657742.491,11.6351,-462.166,191.883,-468.480,182.110
denied,242.004,1789657742.591,11.6822,-462.732,190.545,-469.090,180.744
denied,242.103,1789657742.690,11.5852,-463.322,189.121,-469.673,179.432
denied,242.203,1789657742.790,11.9225,-463.850,187.824,-470.374,177.845
denied,242.305,1789657742.892,11.8677,-464.408,186.431,-470.951,176.530
denied,242.404,1789657742.991,11.9379,-464.913,185.153,-471.525,175.213
denied,242.503,1789657743.090,11.8466,-465.453,183.775,-472.073,173.951
denied,242.604,1789657743.190,12.2139,-465.950,182.497,-472.759,172.357
denied,242.704,1789657743.291,12.1725,-466.485,181.106,-473.325,171.037
denied,242.803,1789657743.390,12.2999,-466.977,179.820,-473.910,169.661
denied,242.903,1789657743.490,12.3673,-467.467,178.533,-474.470,168.338
denied,243.003,1789657743.590,12.4960,-467.953,177.246,-475.049,166.960
denied,243.104,1789657743.691,12.5135,-468.479,175.852,-475.626,165.580
denied,243.205,1789657743.792,12.4722,-469.001,174.456,-476.176,164.255
denied,243.305,1789657743.892,12.5455,-469.478,173.169,-476.724,162.928
denied,243.403,1789657743.990,12.6799,-469.954,171.887,-477.291,161.545
denied,243.505,1789657744.092,12.9944,-470.466,170.494,-477.968,159.884
denied,243.606,1789657744.193,12.8354,-470.934,169.204,-478.417,158.775
denied,243.704,1789657744.291,12.8529,-471.443,167.803,-478.974,157.388
denied,243.804,1789657744.391,12.9816,-471.907,166.509,-479.529,156.000
denied,243.904,1789657744.491,13.0019,-472.405,165.107,-480.079,154.611
denied,244.004,1789657744.590,13.3647,-472.865,163.815,-480.714,152.998
denied,244.104,1789657744.690,13.4468,-473.318,162.531,-481.236,151.663
denied,244.205,1789657744.792,13.1029,-473.910,160.821,-481.754,150.326
denied,244.304,1789657744.891,13.1907,-474.358,159.542,-482.269,148.987
denied,244.406,1789657744.993,13.2778,-474.831,158.210,-482.803,147.591
denied,244.504,1789657745.090,13.4674,-475.255,156.970,-483.332,146.194
denied,244.604,1789657745.191,13.4786,-475.717,155.608,-483.838,144.851
denied,244.704,1789657745.291,13.8693,-476.143,154.337,-484.444,143.226
denied,244.807,1789657745.394,13.8612,-476.601,152.950,-484.942,141.879
denied,244.903,1789657745.490,14.0122,-477.023,151.665,-485.457,140.475
denied,245.003,1789657745.590,14.1018,-477.442,150.374,-485.948,139.125
denied,245.104,1789657745.690,14.0883,-477.890,148.976,-486.435,137.775
denied,245.203,1789657745.790,14.1849,-478.303,147.692,-486.919,136.423
denied,245.305,1789657745.892,14.4589,-478.745,146.296,-487.498,134.788
denied,245.404,1789657745.991,14.6101,-479.148,145.004,-487.994,133.376
denied,245.503,1789657746.090,14.6541,-479.583,143.604,-488.486,131.964
denied,245.604,1789657746.190,14.7558,-479.980,142.319,-488.954,130.606
denied,245.703,1789657746.290,14.7532,-480.404,140.926,-489.419,129.247
denied,245.803,1789657746.390,14.8489,-480.794,139.631,-489.880,127.887
denied,245.903,1789657746.490,14.8922,-481.210,138.220,-490.356,126.468
denied,246.005,1789657746.592,15.2654,-481.589,136.915,-490.904,124.821
denied,246.104,1789657746.691,15.0269,-481.997,135.502,-491.278,123.683
denied,246.204,1789657746.790,15.1798,-482.369,134.201,-491.742,122.261
denied,246.304,1789657746.890,15.4563,-482.767,132.794,-492.276,120.609
denied,246.404,1789657746.991,15.6131,-483.132,131.498,-492.731,119.184
denied,246.504,1789657747.091,15.6121,-483.521,130.092,-493.165,117.815
denied,246.603,1789657747.190,15.7729,-483.876,128.795,-493.613,116.387
denied,246.704,1789657747.291,15.8340,-484.256,127.394,-494.056,114.957
denied,246.806,1789657747.393,16.0014,-484.601,126.102,-494.496,113.526
denied,246.912,1789657747.499,16.0125,-484.972,124.702,-494.914,112.151
denied,247.012,1789657747.599,16.2926,-485.310,123.409,-495.380,110.602
denied,247.112,1789657747.699,16.1349,-485.669,122.001,-495.740,109.395
denied,247.212,1789657747.799,16.3012,-485.997,120.699,-496.164,107.957
denied,247.313,1789657747.900,16.5864,-486.348,119.285,-496.652,106.287
denied,247.413,1789657748.000,16.6959,-486.666,117.977,-497.051,104.904
denied,247.512,1789657748.099,16.7049,-487.007,116.561,-497.446,103.519
denied,247.612,1789657748.199,16.7589,-487.319,115.250,-497.822,102.190
denied,247.712,1789657748.299,16.9252,-487.624,113.939,-498.226,100.745
denied,247.813,1789657748.400,17.1557,-487.955,112.520,-498.674,99.125
denied,247.912,1789657748.499,17.3232,-488.255,111.210,-499.069,97.677
denied,248.012,1789657748.599,17.4372,-488.550,109.900,-499.445,96.286
denied,248.115,1789657748.702,17.5023,-488.868,108.477,-499.833,94.835
denied,248.212,1789657748.799,17.6145,-489.159,107.164,-500.202,93.442
denied,248.312,1789657748.899,17.6296,-489.468,105.744,-500.567,92.047
denied,248.412,1789657748.999,18.0196,-489.753,104.436,-501.003,90.360
denied,248.512,1789657749.099,18.1894,-490.032,103.124,-501.375,88.905
denied,248.613,1789657749.200,18.3577,-490.308,101.808,-501.743,87.448
denied,248.712,1789657749.299,18.4237,-490.603,100.380,-502.108,85.990
denied,248.812,1789657749.399,18.3345,-490.914,98.836,-502.453,84.589
denied,248.912,1789657749.499,18.4985,-491.176,97.511,-502.810,83.129
denied,249.012,1789657749.599,18.6614,-491.440,96.188,-503.162,81.667
denied,249.112,1789657749.699,18.7282,-491.719,94.755,-503.511,80.205
denied,249.214,1789657749.801,18.8364,-491.973,93.427,-503.841,78.800
denied,249.312,1789657749.899,18.8420,-492.243,91.983,-504.168,77.395
denied,249.412,1789657749.999,19.2149,-492.486,90.645,-504.559,75.696
denied,249.512,1789657750.099,19.1675,-492.748,89.200,-504.864,74.348
denied,249.612,1789657750.199,19.2743,-492.990,87.870,-505.180,72.940
denied,249.713,1789657750.300,19.4401,-493.228,86.548,-505.504,71.474
denied,249.812,1789657750.399,19.6087,-493.466,85.230,-505.825,70.006
denied,249.912,1789657750.499,19.7251,-493.703,83.916,-506.129,68.597
denied,250.012,1789657750.599,19.8948,-493.937,82.601,-506.442,67.127
denied,250.112,1789657750.699,20.1079,-494.150,81.394,-506.739,65.715
denied,250.212,1789657750.799,20.3936,-494.393,79.964,-507.093,64.007
denied,250.314,1789657750.901,20.5631,-494.611,78.640,-507.393,62.533
denied,250.413,1789657751.000,20.3321,-494.877,76.981,-507.666,61.176
denied,250.512,1789657751.099,20.4523,-495.090,75.664,-507.947,59.758
denied,250.612,1789657751.199,20.5429,-495.315,74.250,-508.236,58.280
denied,250.714,1789657751.301,20.7266,-495.518,72.941,-508.521,56.801
denied,250.813,1789657751.400,20.7578,-495.733,71.516,-508.791,55.379
denied,250.912,1789657751.499,21.0958,-495.926,70.196,-509.100,53.719
denied,251.012,1789657751.599,21.1236,-496.135,68.764,-509.362,52.295
denied,251.112,1789657751.699,21.2451,-496.322,67.438,-509.619,50.869
denied,251.213,1789657751.800,21.4219,-496.504,66.112,-509.884,49.382
denied,251.320,1789657751.907,21.7148,-496.703,64.679,-510.185,47.657
denied,251.412,1789657751.999,21.8407,-496.882,63.358,-510.430,46.227
denied,251.512,1789657752.099,21.9236,-497.069,61.922,-510.681,44.736
denied,251.613,1789657752.199,22.0900,-497.226,60.707,-510.908,43.364
denied,251.712,1789657752.299,22.1720,-497.405,59.268,-511.151,41.871
denied,251.812,1789657752.399,22.2976,-497.567,57.940,-511.380,40.437
denied,251.912,1789657752.499,22.4764,-497.727,56.614,-511.615,38.941
denied,252.012,1789657752.599,22.6655,-497.894,55.174,-511.863,37.325
denied,252.112,1789657752.699,22.8429,-498.044,53.842,-512.089,35.827
denied,252.212,1789657752.799,22.8705,-498.201,52.395,-512.301,34.389
denied,252.312,1789657752.899,22.8073,-498.365,50.840,-512.510,32.949
denied,252.412,1789657752.999,22.9365,-498.505,49.514,-512.714,31.509
denied,252.513,1789657753.099,23.0223,-498.656,48.076,-512.923,30.008
denied,252.615,1789657753.201,23.4103,-498.787,46.744,-513.160,28.265
denied,252.713,1789657753.300,23.4943,-498.923,45.298,-513.359,26.762
denied,252.812,1789657753.399,23.4652,-499.047,43.967,-513.523,25.499
denied,252.912,1789657753.499,23.7613,-499.178,42.526,-513.744,23.754
denied,253.013,1789657753.600,23.8859,-499.290,41.188,-513.922,22.308
denied,253.112,1789657753.699,23.9657,-499.407,39.732,-514.104,20.802
denied,253.212,1789657753.799,24.0864,-499.509,38.386,-514.274,19.356
denied,253.312,1789657753.899,24.2612,-499.608,37.043,-514.447,17.849
denied,253.413,1789657754.000,24.3441,-499.714,35.593,-514.615,16.342
denied,253.512,1789657754.099,24.4689,-499.809,34.255,-514.772,14.895
denied,253.626,1789657754.213,24.6043,-499.906,32.805,-514.938,13.326
denied,253.729,1789657754.316,24.9387,-499.995,31.473,-515.111,11.637
denied,253.826,1789657754.413,24.8586,-500.077,30.136,-515.231,10.430
denied,253.926,1789657754.513,25.0347,-500.155,28.796,-515.377,8.921
denied,254.026,1789657754.612,25.3271,-500.237,27.350,-515.541,7.170
denied,254.129,1789657754.716,25.5077,-500.311,26.020,-515.677,5.660
denied,254.226,1789657754.813,25.6010,-500.388,24.584,-515.809,4.149
denied,254.326,1789657754.913,25.7866,-500.455,23.260,-515.936,2.637
denied,254.426,1789657755.013,25.8817,-500.524,21.825,-516.059,1.125
denied,254.526,1789657755.113,25.9656,-500.580,20.498,-516.169,-0.268
denied,254.626,1789657755.213,26.0067,-500.634,19.053,-516.278,-1.722
denied,254.726,1789657755.313,26.0854,-500.675,17.712,-516.380,-3.117
denied,254.826,1789657755.412,26.2284,-500.715,16.261,-516.490,-4.694
denied,254.926,1789657755.513,26.5657,-500.749,14.924,-516.603,-6.393
denied,255.027,1789657755.614,26.6575,-500.779,13.471,-516.699,-7.911
denied,255.126,1789657755.713,26.8442,-500.805,12.137,-516.790,-9.429
denied,255.226,1789657755.813,26.8384,-500.829,10.690,-516.870,-10.827
denied,255.328,1789657755.915,27.0227,-500.846,9.351,-516.953,-12.346
denied,255.426,1789657756.012,27.0660,-500.857,7.898,-517.028,-13.805
denied,255.525,1789657756.112,27.2494,-500.864,6.557,-517.103,-15.326
denied,255.626,1789657756.213,27.4351,-500.870,5.220,-517.173,-16.846
denied,255.729,1789657756.316,27.7339,-500.872,3.772,-517.248,-18.611
denied,255.826,1789657756.412,27.9187,-500.871,2.435,-517.309,-20.132
denied,255.927,1789657756.513,27.9626,-500.863,0.984,-517.362,-21.592
denied,256.026,1789657756.613,28.0964,-500.851,-0.357,-517.412,-23.053
denied,256.126,1789657756.713,28.1420,-500.837,-1.805,-517.458,-24.514
denied,256.227,1789657756.814,28.3280,-500.820,-3.141,-517.502,-26.036
denied,256.327,1789657756.914,28.4643,-500.799,-4.477,-517.540,-27.498
denied,256.426,1789657757.013,28.6504,-500.777,-5.811,-517.575,-29.020
denied,256.526,1789657757.113,28.7499,-500.748,-7.254,-517.606,-30.543
denied,256.626,1789657757.213,28.9364,-500.714,-8.591,-517.633,-32.066
denied,256.726,1789657757.313,29.2312,-500.672,-10.044,-517.659,-33.833
denied,256.826,1789657757.413,29.4178,-500.630,-11.381,-517.676,-35.356
denied,256.926,1789657757.512,29.5174,-500.580,-12.827,-517.689,-36.880
denied,257.026,1789657757.613,29.7052,-500.534,-14.160,-517.698,-38.404
denied,257.126,1789657757.712,29.8067,-500.475,-15.604,-517.703,-39.928
denied,257.227,1789657757.813,29.9944,-500.416,-16.941,-517.703,-41.453
denied,257.329,1789657757.916,30.0435,-500.350,-18.389,-517.700,-42.917
denied,257.426,1789657758.013,30.1833,-500.282,-19.725,-517.692,-44.381
denied,257.526,1789657758.113,30.2351,-500.204,-21.173,-517.681,-45.845
denied,257.626,1789657758.213,30.3720,-500.131,-22.511,-517.666,-47.309
denied,257.725,1789657758.312,30.4769,-500.044,-23.955,-517.646,-48.835
denied,257.826,1789657758.413,30.8167,-499.963,-25.287,-517.619,-50.544
denied,257.929,1789657758.515,30.8714,-499.875,-26.728,-517.592,-52.009
denied,258.026,1789657758.613,31.0648,-499.783,-28.059,-517.560,-53.535
denied,258.126,1789657758.713,31.1719,-499.683,-29.500,-517.523,-55.062
denied,258.227,1789657758.814,31.3151,-499.590,-30.829,-517.484,-56.528
denied,258.331,1789657758.918,31.5702,-499.478,-32.272,-517.434,-58.238
denied,258.425,1789657759.012,31.7126,-499.371,-33.607,-517.387,-59.705
denied,258.526,1789657759.113,31.8053,-499.261,-34.942,-517.338,-61.111
denied,258.626,1789657759.212,31.9114,-499.133,-36.390,-517.281,-62.638
denied,258.726,1789657759.313,32.0510,-499.010,-37.732,-517.223,-64.105
denied,258.825,1789657759.412,32.2411,-498.886,-39.069,-517.158,-65.633
denied,258.925,1789657759.512,32.4348,-498.757,-40.403,-517.089,-67.160
